City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
268,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.72,89,18,9.33,few clouds
269,Malatya,TR,38.5,38.0,37.45,100,100,3.44,overcast clouds
270,Koumac,NC,-20.5667,164.2833,82.74,73,48,17.2,scattered clouds
271,San Cristobal,VE,7.7669,-72.225,69.98,88,31,1.97,scattered clouds
272,Axim,GH,4.8699,-2.2405,79.77,82,30,6.35,scattered clouds
273,Havelock,US,34.8791,-76.9013,37.35,63,0,0.0,clear sky
274,Shahreza,IR,32.0339,51.8794,38.21,77,1,4.23,clear sky
275,Parkes,AU,-33.1333,148.1833,85.77,46,46,2.73,scattered clouds
276,Szczytno,PL,53.5626,20.9875,15.73,92,75,0.0,broken clouds
277,Broome,US,42.2506,-75.833,10.81,74,0,4.0,clear sky
278,Maceio,BR,-9.6658,-35.7353,76.44,88,20,2.3,few clouds
279,Deniliquin,AU,-35.5333,144.9667,87.01,34,6,8.16,clear sky
280,Brae,GB,60.3964,-1.353,48.11,90,100,32.64,overcast clouds
281,Winslow,US,35.0242,-110.6974,38.97,42,0,3.44,clear sky
282,Port Augusta,AU,-32.5,137.7667,103.71,47,0,15.61,clear sky
283,Cururupu,BR,-1.8283,-44.8683,74.07,91,95,2.75,overcast clouds
284,Wote,KE,-1.7808,37.6288,60.22,88,71,4.68,broken clouds
285,Pemberton,CA,50.3164,-122.8027,38.89,99,100,2.68,overcast clouds
286,Kamsack,CA,51.5667,-101.9009,27.05,98,98,5.35,overcast clouds
287,Dalbandin,PK,28.8947,64.4101,45.59,51,96,4.32,overcast clouds
288,Fairbanks,US,64.8378,-147.7164,6.82,84,100,0.0,mist
289,Fuerte Olimpo,PY,-21.0415,-57.8738,79.5,34,3,4.68,clear sky
290,La Ronge,CA,55.1001,-105.2842,5.25,72,100,8.05,overcast clouds
291,Half Moon Bay,US,37.4636,-122.4286,61.02,67,0,4.61,haze
292,Atar,MR,20.5169,-13.0499,63.68,13,97,8.28,overcast clouds
293,Cedar City,US,37.6775,-113.0619,36.57,52,0,0.0,clear sky
294,San Vicente,AR,-26.6167,-54.1333,72.57,45,62,1.52,light rain
295,Kelvington,CA,52.1667,-103.5343,20.86,97,97,5.86,overcast clouds
296,Labytnangi,RU,66.6572,66.4183,0.45,91,86,6.64,overcast clouds
297,Oksfjord,NO,70.2396,22.3479,36.52,74,55,14.92,broken clouds
298,Ahipara,NZ,-35.1667,173.1667,75.76,60,2,9.57,clear sky
299,Nevsehir,TR,38.9167,34.6667,38.41,81,75,6.91,broken clouds
300,Puerto Colombia,CO,10.9878,-74.9547,78.89,81,100,27.16,overcast clouds
301,Yershov,RU,51.3513,48.2766,13.08,96,100,7.27,overcast clouds
302,Hambantota,LK,6.1241,81.1185,71.94,100,20,0.0,few clouds
303,Baykit,RU,61.67,96.37,-3.53,99,100,1.59,overcast clouds
304,Cabinda,AO,-5.55,12.2,76.62,87,100,4.12,overcast clouds
305,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,63,0,4.61,clear sky
306,Bambanglipuro,ID,-7.95,110.2833,79.95,77,100,3.13,light rain
307,Aksu,CN,41.1231,80.2644,21.18,63,9,2.46,clear sky
308,Gornoye Loo,RU,43.7129,39.6049,49.78,85,100,8.41,light rain
309,Yar-Sale,RU,66.8333,70.8333,-13.34,100,100,5.17,overcast clouds
310,Iqaluit,CA,63.7506,-68.5145,-29.31,66,20,4.0,few clouds
311,Susanville,US,40.4163,-120.653,36.81,81,0,1.01,clear sky
312,Chegdomyn,RU,51.1167,133.0167,-11.61,94,97,1.39,overcast clouds
313,Tilichiki,RU,60.4667,166.1,-8.64,90,94,7.74,overcast clouds
314,Charcas,MX,23.1333,-101.1167,49.33,80,100,11.03,overcast clouds
315,Sinnamary,GF,5.3833,-52.95,76.44,85,86,5.39,overcast clouds
316,Bubaque,GW,11.2833,-15.8333,79.27,61,94,15.48,overcast clouds
317,Necochea,AR,-38.5473,-58.7368,66.04,65,0,12.68,clear sky
